T: GeneID,t-statistic,p-value,q-value,Fold change,neglog10p,log2FC,,,,,,
CCT2,0.846107498,0.419419774,0.620500451,1.357946465,0.377351098,0.441426605,,,,,,
PSMB2,0.855370513,0.41453668,0.617118598,1.219670957,0.382437035,0.28649199,,,,,,
CS,0.856037149,0.414186783,0.617118598,1.384476154,0.382803764,0.469340205,,,,,,
FGL2,0.856634226,0.413873569,0.617118598,1.789965802,0.383132308,0.839932024,,,,,,
GUSB,0.872774195,0.405469263,0.609781595,1.474588296,0.392042063,0.560312212,,,,,,
GSR,0.885331465,0.399013789,0.601829579,1.522950868,0.399012095,0.6068694,,,,,,
STAB1,0.889474518,0.396899919,0.600398507,1.882382025,0.40131899,0.91255945,,,,,,
CD82,0.890016566,0.396623942,0.600398507,1.45917396,0.401621073,0.545151889,,,,,,
APOF,0.893152736,0.395029871,0.59932893,1.685526465,0.403370063,0.753199279,,,,,,
FCGR1A,0.893284156,0.394963171,0.59932893,1.358781988,0.403443399,0.442313999,,,,,,
PLEKHO2,0.90564168,0.388727062,0.593845887,1.488077937,0.410355224,0.573450089,,,,,,
TGFBI,0.906128983,0.388482598,0.593845887,1.583086462,0.410628431,0.662740052,,,,,,
CNDP2,0.913640086,0.384728413,0.59124267,1.558266308,0.414845739,0.639941812,,,,,,
CYRIB,0.914644484,0.384228375,0.59124267,1.696659896,0.415410565,0.762697399,,,,,,
RPLP0,0.920792162,0.381177939,0.589843461,1.736318981,0.418872243,0.796032012,,,,,,
GALNT2,0.928479931,0.377387921,0.585784866,1.581099597,0.423212004,0.660928249,,,,,,
RAB32,0.930149925,0.376568239,0.58568863,1.542799101,0.424156312,0.62555021,,,,,,
EDIL3,0.944172638,0.369736349,0.576803629,1.286596814,0.432107851,0.363560021,,,,,,
VWF,0.951581146,0.366163591,0.572385148,1.308697865,0.436324842,0.388132066,,,,,,
GDI2,0.962918876,0.360745012,0.569257845,1.27186548,0.442799665,0.34694609,,,,,,
APOL1,0.968336684,0.35817664,0.567314546,1.521154041,0.445902742,0.605166256,,,,,,
GLIPR2,0.972395303,0.356261467,0.566063955,1.199199015,0.448231148,0.262071103,,,,,,
AKAP12,0.972822637,0.356060259,0.566063955,1.56635824,0.448476497,0.647414207,,,,,,
ACE,0.978307357,0.353485268,0.562948482,1.349799253,0.451628681,0.432744861,,,,,,
PDCD6,0.993612812,0.34637275,0.556066741,1.625701295,0.460456282,0.701062202,,,,,,
RPL24,0.998605538,0.34407587,0.553528923,1.703946747,0.463345783,0.768880248,,,,,,
PDCD6IP,1.004684047,0.341294904,0.549627001,1.441728181,0.466870197,0.527799189,,,,,,
EPB41,1.013582737,0.337254184,0.544822328,1.549795834,0.472042654,0.632078171,,,,,,
ACSL1,1.023579859,0.332757843,0.538992245,1.471604603,0.4778717,0.557390094,,,,,,
PLSCR1,1.025459613,0.33191749,0.538451668,1.225354419,0.478969863,0.293199092,,,,,,
CD63,1.026527921,0.331440615,0.538242848,1.226876526,0.479594273,0.294990063,,,,,,
CTSA,1.035575345,0.32742283,0.532837573,1.624102401,0.484891043,0.699642599,,,,,,
PPIC,1.038114556,0.326301904,0.531572965,1.39767903,0.486380392,0.483033091,,,,,,
CFL1,1.04154406,0.32479261,0.530231653,1.148013834,0.48839386,0.199140027,,,,,,
KRT17,1.048763053,0.321633028,0.526184827,1.753614367,0.49263936,0.810331523,,,,,,
STAM2,1.050918485,0.320694224,0.525204736,1.675664374,0.493908862,0.744733214,,,,,,
VAC14,1.05143626,0.320469019,0.525204736,1.594048163,0.49421395,0.67269522,,,,,,
TWF2,1.052057436,0.320198999,0.525204736,1.738941104,0.494580029,0.798209071,,,,,,
SLC16A3,1.058539788,0.317391592,0.522563792,1.783460405,0.498404583,0.834679186,,,,,,
FCER1G,1.059863171,0.316820788,0.522563792,1.284832306,0.499186331,0.361580074,,,,,,
SERPINF1,1.062790217,0.315561095,0.522509051,1.352348075,0.500916545,0.435466528,,,,,,
CTSD,1.065208107,0.314523438,0.52173094,1.33384415,0.502346985,0.415590107,,,,,,
SLC35A4,1.069485787,0.312694088,0.519811892,1.503535631,0.50488033,0.588359058,,,,,,
FBN1,1.072485347,0.311416236,0.518244888,1.214392699,0.506658749,0.280235022,,,,,,
TMEM119,1.072740924,0.311307544,0.518244888,2.126885862,0.506810355,1.088742614,,,,,,
TFRC,1.078053814,0.309054714,0.517811394,1.773300675,0.509964628,0.826437175,,,,,,
DDT,1.083971257,0.306560439,0.514595482,1.745872452,0.513483891,0.803948164,,,,,,
PTGDS,1.10670743,0.297122374,0.504781528,1.953797889,0.527064643,0.966281235,,,,,,
EHD4,1.108338459,0.296454158,0.504755647,1.832302956,0.528042454,0.873658061,,,,,,
EVI2B,1.114972145,0.293748553,0.502701153,1.758639964,0.532024265,0.814460158,,,,,,
PAFAH1B1,1.133675174,0.286224998,0.494417706,1.628817197,0.543292439,0.703824699,,,,,,
CNP,1.137093795,0.284866441,0.494417706,1.299557121,0.545358711,0.378020048,,,,,,
NNMT,1.144546075,0.28192265,0.491747681,1.777291281,0.549870032,0.829680145,,,,,,
FCN3,1.145430429,0.281574925,0.491747681,1.526442416,0.550406023,0.610173166,,,,,,
PTPRJ,1.152729049,0.278718155,0.489657122,1.739137896,0.554834742,0.798372328,,,,,,
HLA-DRB5,1.153483636,0.278424123,0.489657122,1.393109978,0.555293139,0.478309155,,,,,,
KRT16,1.153794303,0.278303141,0.489657122,1.689863676,0.555481892,0.756906867,,,,,,
RALA,1.178056689,0.268983838,0.479641307,1.253226598,0.570273815,0.325647295,,,,,,
CPXM2,1.178196478,0.26893088,0.479641307,1.313500701,0.570359327,0.393416971,,,,,,
ATP6V1D,1.183773847,0.266824785,0.477443424,1.352145191,0.573773831,0.435250074,,,,,,
RPS9,1.200213302,0.260694393,0.46973605,2.029004717,0.58386831,1.020772219,,,,,,
MGLL,1.201851942,0.260089639,0.46973605,1.801789088,0.584876949,0.849430144,,,,,,
GPX1,1.208044845,0.257814375,0.46777817,1.89761882,0.588692871,0.924190223,,,,,,
SLC3A2,1.225397807,0.251525122,0.459100164,1.628191279,0.599418631,0.703270197,,,,,,
ANPEP,1.226462835,0.251143242,0.458944979,1.445280999,0.600078504,0.531350017,,,,,,
RPS11,1.232771428,0.248890932,0.456447664,1.38008593,0.603990926,0.464758098,,,,,,
IGLV8-61,1.242823936,0.245336213,0.451535458,1.735185856,0.610238343,0.795090199,,,,,,
APOB,1.249525017,0.242989882,0.449356887,1.5901912,0.61441181,0.669200242,,,,,,
F13B,1.252498583,0.241954651,0.447978312,1.497597824,0.616266025,0.582650244,,,,,,
MMP9,1.269276502,0.236181554,0.440986332,2.20342401,0.626754023,1.139747143,,,,,,
RPL9,1.270510615,0.235761454,0.440734229,1.51054613,0.627527199,0.595070243,,,,,,
SEPTIN9,1.270866706,0.235640353,0.440734229,1.597061629,0.627750335,0.675419986,,,,,,
IGLV1-36,1.274476368,0.23441568,0.440018506,1.987168805,0.630013342,0.990714431,,,,,,
CCT4,1.277272979,0.233470494,0.43964115,1.804055962,0.631767998,0.851244092,,,,,,
MYO1E,1.282136716,0.231834219,0.437515017,1.777929636,0.634822462,0.830198228,,,,,,
SSBP1,1.298810538,0.226297114,0.433824299,1.685996024,0.645320985,0.753601134,,,,,,
P2RX7,1.304129239,0.224554287,0.431792199,1.569437237,0.648678649,0.650247335,,,,,,
C2,1.306609753,0.223745328,0.43077245,1.698795417,0.650246024,0.764512122,,,,,,
FBP1,1.315069038,0.221004899,0.427091967,2.221367562,0.6555981,1.151448131,,,,,,
GSTO1,1.316183391,0.220646009,0.426932077,1.518278158,0.656303924,0.602436125,,,,,,
CRP,1.318616494,0.219864104,0.425952262,1.761166492,0.65784567,0.816531301,,,,,,
EEF1G,1.331304634,0.215824333,0.421826067,2.147406342,0.665899592,1.10259521,,,,,,
MYDGF,1.336169384,0.214292148,0.421826067,1.319705085,0.668993742,0.400215566,,,,,,
IGKV2-30,1.340254479,0.213012633,0.421826067,2.10720474,0.671594638,1.075330496,,,,,,
TKT,1.344133836,0.211803551,0.420344402,1.507851143,0.674066764,0.592494011,,,,,,
TPP1,1.345919529,0.211248959,0.419782636,1.818486846,0.675205422,0.86273849,,,,,,
CYBA,1.354536405,0.208590053,0.416111632,1.832421281,0.680706405,0.873751223,,,,,,
IGHV1-18,1.377904992,0.201522075,0.40725899,2.209347164,0.695677374,1.143620133,,,,,,
RHD,1.386330244,0.199024467,0.405117652,1.996231679,0.70109353,0.997279167,,,,,,
PLOD1,1.392740866,0.19714189,0.40208623,2.400527462,0.705221084,1.26335144,,,,,,
PSME2,1.394058912,0.196756725,0.401830775,1.760706258,0.706070415,0.816154242,,,,,,
ARHGDIB,1.419568759,0.189428564,0.393624409,1.468201063,0.722554533,0.554049551,,,,,,
LCP1,1.434042649,0.185376385,0.389920939,1.774996437,0.731945592,0.827816129,,,,,,
LRRC25,1.441355613,0.183357728,0.386727213,1.723020878,0.736700782,0.784940183,,,,,,
MMP7,1.45475016,0.17970981,0.381112984,2.309224486,0.745428216,1.207408428,,,,,,
ANK1,1.459374893,0.178465052,0.378993092,3.134446109,0.748446816,1.648210526,,,,,,
CPM,1.460111595,0.178267463,0.378993092,2.090727817,0.748927916,1.064005256,,,,,,
OSTF1,1.463975907,0.177234147,0.378124203,2.169195857,0.751452602,1.11716032,,,,,,
CEMIP,1.465675854,0.17678124,0.378124203,2.710525175,0.752563825,1.438572407,,,,,,
IGHG4,1.477849138,0.173567434,0.375294059,1.612472159,0.760531758,0.689274251,,,,,,
PSMB8,1.483016234,0.172218831,0.373422599,2.067273306,0.763919362,1.047729135,,,,,,
HLA-DPA1,1.485405622,0.171598318,0.372599718,2.107876418,0.765486974,1.075790286,,,,,,
MSR1,1.490195342,0.170360353,0.371476877,2.289286854,0.768631468,1.194898248,,,,,,
GCA,1.490903924,0.170177878,0.371476877,2.057269892,0.769096896,1.040731072,,,,,,
MGAT1,1.528641045,0.160704995,0.360343436,1.972221382,0.793970624,0.979821503,,,,,,
CD180,1.550277619,0.155486767,0.354024361,2.414103207,0.808306568,1.271487355,,,,,,
ARF3,1.56666849,0.151634543,0.347299264,1.365643744,0.819201854,0.449581176,,,,,,
AP2S1,1.577368447,0.149165969,0.342660607,1.596710906,0.826330245,0.675103128,,,,,,
STAT1,1.578987621,0.148795558,0.342318351,1.690289261,0.827410035,0.757270157,,,,,,
CYFIP1,1.580400334,0.14847305,0.342085447,1.444329631,0.828352371,0.530400038,,,,,,
SERPINE2,1.582399351,0.148017763,0.341545465,2.091404784,0.829686164,1.064472318,,,,,,
APOC4-APOC2,1.584382528,0.147567319,0.341015061,2.754138778,0.831009812,1.461601257,,,,,,
RNF13,1.584678849,0.147500121,0.341015061,1.909127299,0.831207624,0.932913303,,,,,,
ATP6V1A,1.585692359,0.147270488,0.341015061,3.720514368,0.831884275,1.89550209,,,,,,
CD38,1.586312792,0.147130073,0.341015061,1.671132574,0.832298549,0.74082619,,,,,,
HADHA,1.606189631,0.142694665,0.33499434,1.544742367,0.845592264,0.627366245,,,,,,
AFM,1.616965507,0.140340664,0.332261358,2.827402484,0.852816472,1.499477267,,,,,,
CCDC80,1.622190384,0.139211927,0.331230685,1.975630758,0.856323555,0.982313335,,,,,,
SLC2A3,1.622618271,0.139119854,0.331230685,1.743074164,0.856610888,0.801633954,,,,,,
DNASE1L1,1.627616573,0.138048374,0.330654285,2.684652183,0.859968703,1.424735188,,,,,,
CD163,1.628300847,0.137902269,0.330654285,2.185652129,0.860428589,1.128063798,,,,,,
FCGRT,1.636315647,0.136201324,0.329526209,2.081243153,0.86581867,1.057445526,,,,,,
SLC2A1,1.637039054,0.136048736,0.329526209,1.535263369,0.866305489,0.618486166,,,,,,
GGT1,1.637773923,0.135893888,0.329526209,2.198148542,0.866800075,1.136288881,,,,,,
RPL18,1.647021335,0.13395891,0.326656899,1.944311524,0.873028396,0.959259391,,,,,,
SERPINH1,1.65415483,0.132483351,0.325626806,1.653049814,0.877838695,0.7251302,,,,,,
SERPINC1,1.660240725,0.131236161,0.324107197,1.381070639,0.881946481,0.465787113,,,,,,
ADAM10,1.686616398,0.125953415,0.312558556,1.87471879,0.899790052,0.906674206,,,,,,
PLA2G7,1.68865664,0.125552965,0.312558556,2.051584073,0.901173026,1.036738276,,,,,,
NAGK,1.690792232,0.125135045,0.312534378,1.357038765,0.902621045,0.440461934,,,,,,
CSTB,1.701523603,0.123054166,0.308833994,1.538449606,0.909903679,0.621477187,,,,,,
MST1L,1.714960691,0.120493279,0.305121131,2.325131732,0.919037175,1.217312455,,,,,,
AMBP,1.719504667,0.119638385,0.304212078,1.371752388,0.922129458,0.456020087,,,,,,
PABPC1,1.726263715,0.118377044,0.301500676,1.834237007,0.926732509,0.875180066,,,,,,
CLU,1.733486055,0.117042754,0.300578236,1.506572426,0.931655467,0.59127003,,,,,,
ATP6V1B2,1.748994399,0.114224294,0.295796916,2.866376934,0.942241516,1.519228339,,,,,,
LMAN1,1.757791907,0.11265339,0.29270948,1.227974086,0.948255736,0.296280116,,,,,,
APCS,1.760351163,0.112200161,0.29202264,1.405954677,0.950006521,0.491550088,,,,,,
PTPRC,1.774042313,0.109804025,0.28870242,1.701354969,0.95938174,0.766684175,,,,,,
APOA5,1.799067894,0.105546257,0.282195248,2.567480344,0.976557163,1.360353231,,,,,,
APOC1,1.801877275,0.105077967,0.282195248,1.62197339,0.97848834,0.697750151,,,,,,
RNPEP,1.806834845,0.104256307,0.281783654,1.997415366,0.981897665,0.998134375,,,,,,
MARCKS,1.807236704,0.104189965,0.281783654,1.583723176,0.982174106,0.663320184,,,,,,
PLVAP,1.818183399,0.102397865,0.278219859,1.634806873,0.989709096,0.709120214,,,,,,
EEF1A1,1.833545146,0.099931368,0.275881955,1.3801261,1.000298167,0.46480009,,,,,,
PGK2,1.833843064,0.099884087,0.275881955,1.769123865,1.000503698,0.823035061,,,,,,
FCGBP,1.837548583,0.099297742,0.275764204,1.547746709,1.003060628,0.630169392,,,,,,
LPA,1.842856682,0.098463413,0.274278264,2.008737111,1.006725115,1.006288767,,,,,,
RPL12,1.844064661,0.09827446,0.274246056,3.532431403,1.007559334,1.820661545,,,,,,
ANGPTL4,1.848110414,0.097644087,0.273970524,1.892034409,1.010354051,0.919938326,,,,,,
EEF2,1.863638177,0.095259664,0.269234809,2.189075904,1.021090955,1.13032198,,,,,,
ITGA6,1.868348677,0.094547185,0.268694757,2.716382251,1.024351398,1.441686511,,,,,,
DCN,1.884857293,0.092089492,0.262675932,2.161458467,1.035789921,1.112005115,,,,,,
GPLD1,1.926004701,0.086222929,0.254876957,4.585917974,1.064377228,2.19721055,,,,,,
CAT,1.926899844,0.086099314,0.254876957,1.665280515,1.065000306,0.735765219,,,,,,
CYBB,1.930135441,0.085653892,0.254655608,3.473380793,1.067252901,1.796340585,,,,,,
GPX8,1.942670101,0.083948833,0.250549993,1.980079139,1.075985336,0.985558093,,,,,,
TIMP1,1.954410767,0.082380991,0.247474446,2.777649026,1.084172991,1.473864317,,,,,,
MPO,1.965526263,0.080922271,0.245787486,1.789394244,1.091931939,0.839471281,,,,,,
SDCBP,2.000466806,0.07649523,0.237950956,1.60568867,1.116365646,0.683192194,,,,,,
NAMPT,2.017202953,0.074457462,0.233018698,2.536218468,1.12809177,1.342679024,,,,,,
ICAM3,2.035751187,0.072259718,0.229533595,2.331406329,1.14110374,1.221200466,,,,,,
C1S,2.041312062,0.071613018,0.229220965,1.573034451,1.145008023,0.653550267,,,,,,
COPG1,2.041816161,0.071554669,0.229220965,1.446383455,1.145362022,0.53245008,,,,,,
FCGR3A,2.043416523,0.071369731,0.229220965,3.153753542,1.14648594,1.657069921,,,,,,
LAIR1,2.059367883,0.069551282,0.224480756,3.006136528,1.15769486,1.587910533,,,,,,
CD14,2.083018837,0.066936805,0.2192464,3.294576194,1.174335019,1.720092893,,,,,,
SEPTIN6,2.091337993,0.066039868,0.21815734,3.47129404,1.180193807,1.795473576,,,,,,
C8G,2.095910324,0.065551843,0.217922053,1.549840847,1.183415095,0.632120073,,,,,,
SPN,2.101586344,0.064950855,0.216409529,2.563651987,1.18741513,1.358200431,,,,,,
C7,2.125031901,0.062524297,0.210593818,1.731821467,1.203951185,0.792290211,,,,,,
RPS20,2.132990515,0.06172071,0.208953063,1.41739427,1.209569089,0.503241122,,,,,,
RAB8A,2.134983886,0.061521009,0.208953063,1.663544203,1.210976552,0.734260201,,,,,,
CRTAC1,2.135418705,0.061477531,0.208953063,2.008362195,1.211283585,1.006019473,,,,,,
C8B,2.147190726,0.060311682,0.206803245,1.485940229,1.219598558,0.571376085,,,,,,
IGHA2,2.148513183,0.060182059,0.206803245,2.627932627,1.220532958,1.393928289,,,,,,
SLC4A1,2.168486442,0.058256908,0.202935246,2.300536108,1.234652569,1.2019701,,,,,,
CD209,2.175348453,0.057609415,0.202935246,1.90222136,1.239506537,0.927685142,,,,,,
C1QTNF5,2.187606977,0.056470089,0.201622997,2.185318767,1.248181527,1.127843738,,,,,,
TCIRG1,2.188390368,0.05639803,0.201622997,1.592291322,1.248736067,0.671104312,,,,,,
PSMA3,2.191322286,0.056129135,0.201622997,1.474303207,1.250811653,0.560033262,,,,,,
IDH2,2.195887331,0.055712945,0.201243487,2.503387091,1.254043887,1.323881388,,,,,,
FSCN1,2.197280084,0.055586568,0.201243487,2.731378609,1.255030136,1.449629307,,,,,,
SERPINA4,2.199416438,0.055393262,0.201243487,2.65603314,1.25654306,1.409273148,,,,,,
C6,2.203403906,0.05503421,0.200667191,1.714585947,1.259367262,0.777860224,,,,,,
C8A,2.206424862,0.0547637,0.200627203,1.791999455,1.261507219,0.841570199,,,,,,
XPNPEP1,2.210955511,0.054360434,0.200098169,1.855366428,1.264717084,0.891704142,,,,,,
GARS1,2.245246617,0.051400869,0.191946241,2.385382272,1.289029537,1.254220486,,,,,,
RPL22,2.255040418,0.050584933,0.189816277,2.337814532,1.295978822,1.22516048,,,,,,
MMP19,2.257524281,0.050380024,0.189816277,2.806159775,1.297741633,1.488597155,,,,,,
XRCC5,2.276230115,0.048862788,0.185628476,2.312408631,1.31102176,1.209396362,,,,,,
ITIH1,2.280416199,0.048529442,0.185250662,1.820823775,1.313994699,0.8645913,,,,,,
TTR,2.28220713,0.04838751,0.185166067,1.902972042,1.315266723,0.928254366,,,,,,
SOD2,2.287882436,0.047940428,0.184529241,2.463854241,1.319298095,1.30091691,,,,,,
THBS1,2.29854502,0.047111415,0.18346158,1.927748146,1.326873854,0.94691658,,,,,,
DPP4,2.318473709,0.045599604,0.178926365,3.579651041,1.341038928,1.839818954,,,,,,
CLIC1,2.332867302,0.044537515,0.177461334,1.839279201,1.351274023,0.879140496,,,,,,
LYZ,2.334739298,0.044401187,0.177375283,1.423277666,1.352605423,0.509217143,,,,,,
HBG1,2.345998414,0.043589887,0.1764325,4.033391391,1.360614259,2.011993408,,,,,,
ITGA4,2.349208447,0.043361274,0.17641192,3.036131179,1.362897965,1.602234125,,,,,,
IGHM,2.360078525,0.042595889,0.17421493,1.935706519,1.370632318,0.952860236,,,,,,
SERPINF2,2.360942498,0.04253563,0.17421493,2.669849057,1.371247128,1.41675818,,,,,,
QSOX1,2.36756585,0.042076473,0.173005923,2.540542997,1.375960673,1.345136881,,,,,,
PROS1,2.374915565,0.041572698,0.172309361,3.123116824,1.381191786,1.642986536,,,,,,
FCGR2A,2.386811029,0.040769965,0.170352342,2.124440916,1.389659657,1.08708322,,,,,,
LILRB4,2.387487813,0.040724759,0.170352342,3.340878096,1.390141478,1.740227342,,,,,,
TIMP3,2.400686101,0.03985303,0.167882246,2.79423105,1.399538654,1.48245132,,,,,,
VAMP8,2.408753694,0.039329315,0.167041542,3.167113193,1.405283614,1.66316843,,,,,,
TPM4,2.414148429,0.038982928,0.166026463,1.943885667,1.409125547,0.958943367,,,,,,
B4GALT1,2.418167208,0.038726858,0.165391499,2.648367271,1.411987735,1.405103207,,,,,,
PECAM1,2.420181629,0.038599132,0.165302654,2.144923628,1.413422462,1.10092628,,,,,,
ORM2,2.436475254,0.037581288,0.163204132,1.596327943,1.425028342,0.674757063,,,,,,
GPNMB,2.452363908,0.036614457,0.159903813,2.29130933,1.436347408,1.196172237,,,,,,
GLUL,2.461963467,0.036042361,0.157851247,3.223264493,1.443186767,1.688522577,,,,,,
JCHAIN,2.465149462,0.035854464,0.157735183,1.563421955,1.44545677,0.644707203,,,,,,
ITGB2,2.46530491,0.035845321,0.157735183,2.05073376,1.445567527,1.036140203,,,,,,
F11R,2.468890659,0.035635069,0.157735183,2.363300564,1.448122402,1.240803123,,,,,,
LGALS9,2.471207674,0.035499863,0.157735183,3.004457593,1.449773319,1.587104559,,,,,,
ALB,2.488313424,0.034517395,0.156034772,1.583020666,1.461961992,0.662680089,,,,,,
XRCC6,2.499510655,0.033889027,0.153643505,3.523336954,1.469940904,1.816942453,,,,,,
ITIH3,2.521016071,0.032714065,0.152379596,2.573779361,1.485265489,1.363888383,,,,,,
CP,2.543234887,0.031542921,0.148222965,1.731389431,1.501098097,0.791930258,,,,,,
USP14,2.570765658,0.030149902,0.142980824,2.03696365,1.520714093,1.026420236,,,,,,
HP,2.577847008,0.029801688,0.142918471,2.268817109,1.525759135,1.181940317,,,,,,
PTGFRN,2.591084,0.029161577,0.141328522,1.75242188,1.53518899,0.809350133,,,,,,
STEAP4,2.601847544,0.028651278,0.140253139,6.10103232,1.542856003,2.609053373,,,,,,
SERPING1,2.61635895,0.027977483,0.138632013,1.571740585,1.553191365,0.652363122,,,,,,
ITGAX,2.624412282,0.027610456,0.137696018,4.07066501,1.558926416,2.025264502,,,,,,
SCPEP1,2.627830576,0.027456139,0.137369551,2.447966232,1.561360531,1.291583657,,,,,,
PSMA7,2.67683809,0.025336981,0.132992228,1.718293632,1.596245132,0.780976593,,,,,,
TALDO1,2.68011435,0.025201346,0.132992228,1.766466301,1.59857627,0.820866227,,,,,,
RAB8B,2.684190565,0.025033617,0.132992228,1.954026907,1.601476405,0.966450334,,,,,,
MLEC,2.686467092,0.024940433,0.132992228,1.861793711,1.603096009,0.89669323,,,,,,
TF,2.71253735,0.023898009,0.13021852,1.624921825,1.621638284,0.700370312,,,,,,
SPTB,2.737652941,0.02293549,0.126186003,2.525745263,1.639491987,1.336709142,,,,,,
APOE,2.743247993,0.022726476,0.125482613,1.719524914,1.643467904,0.782010019,,,,,,
CAPG,2.744436614,0.022682322,0.125482613,5.324069737,1.644312485,2.412529469,,,,,,
TRIM47,2.752338191,0.022391007,0.124519771,3.510288482,1.64992638,1.811589599,,,,,,
EPX,2.758463141,0.022167807,0.123723573,2.739630412,1.654277268,1.45398128,,,,,,
LPL,2.765982521,0.021896879,0.122654259,3.587684988,1.659617773,1.843053222,,,,,,
ORM1,2.811761659,0.020318512,0.115912989,2.02017511,1.692108094,1.014480352,,,,,,
ICAM1,2.824735741,0.019892612,0.114327059,5.382605427,1.70130818,2.428304672,,,,,,
LAP3,2.839767454,0.019410526,0.111972661,1.734773479,1.711962695,0.794747293,,,,,,
LDHC,2.84151352,0.019355305,0.111972661,1.632268063,1.713199978,0.706878006,,,,,,
APOC4,2.851949033,0.019028597,0.111012119,3.058256227,1.720593223,1.612709284,,,,,,
ITGAL,2.86326524,0.018680673,0.110594581,5.331822467,1.728607491,2.414628744,,,,,,
IGKV2-40,2.872333883,0.018406544,0.110296575,2.147979547,1.735027757,1.102980256,,,,,,
AHSG,2.877395508,0.01825533,0.109816109,2.144797264,1.738610313,1.100841284,,,,,,
OAF,2.89599273,0.017710564,0.107374638,1.993991462,1.751767598,0.995659232,,,,,,
EPB42,2.910778989,0.017289315,0.106669147,3.056117597,1.762222212,1.611700058,,,,,,
LBP,2.922978987,0.016949475,0.105660837,4.270377737,1.770843761,2.094363689,,,,,,
PRDX2,2.942705364,0.016414388,0.104494639,1.610455933,1.784775301,0.687469184,,,,,,
C5AR1,2.969953375,0.015703614,0.10287198,4.672785268,1.804000386,2.224282742,,,,,,
VSIG4,2.9786806,0.015482701,0.10185641,2.931059224,1.81015326,1.551422119,,,,,,
APRT,3.001149267,0.014928518,0.100345606,2.11441716,1.825983293,1.080260038,,,,,,
PGLYRP2,3.021972351,0.014433126,0.098641174,3.58901807,1.840639611,1.843589187,,,,,,
VTN,3.038153978,0.014059853,0.097912309,1.954582249,1.852019222,0.966860294,,,,,,
SERPINA6,3.049789592,0.0137976,0.09759922,2.259770575,1.860196447,1.17617631,,,,,,
EIF4A1,3.079453226,0.013151576,0.094569008,3.312029703,1.881022195,1.727715611,,,,,,
SIRPA,3.098044715,0.012762663,0.093071116,2.123173357,1.894058707,1.086222172,,,,,,
GPX4,3.101464621,0.012692424,0.092997575,3.067366299,1.896455412,1.617000461,,,,,,
BLVRA,3.10401885,0.012640226,0.092997575,4.417581233,1.898245162,2.143256664,,,,,,
HSPA7,3.12135585,0.012291734,0.090923544,1.991390486,1.910386848,0.993776143,,,,,,
F2,3.146389264,0.011805961,0.089470664,1.800729069,1.927898663,0.848581135,,,,,,
SLC2A5,3.163026884,0.011494128,0.087536558,7.554004134,1.939523985,2.917241573,,,,,,
HPR,3.176169821,0.011253827,0.086353053,5.09520912,1.948699773,2.349141359,,,,,,
APOD,3.18409333,0.011111475,0.085891702,2.750416603,1.954228286,1.459650159,,,,,,
NCKAP1L,3.189471654,0.011015913,0.085739402,2.610073266,1.9579795,1.384090304,,,,,,
IGHV5-10-1,3.238420341,0.010184382,0.082005493,2.869163852,1.992065315,1.52063036,,,,,,
LYPLA1,3.263370285,0.009785865,0.07962604,3.594573357,2.00940077,1.845820546,,,,,,
CFH,3.264490927,0.00976835,0.07962604,2.454219834,2.010178776,1.295264482,,,,,,
SERPINA3,3.267890024,0.009715423,0.07962604,1.678147197,2.012538269,0.746869266,,,,,,
CD53,3.277847748,0.009562081,0.079053357,5.024661682,2.019447567,2.329026461,,,,,,
ITGAM,3.284442327,0.009461916,0.079053357,4.209139109,2.024020921,2.07352519,,,,,,
TNFSF13,3.340151989,0.008658079,0.073952429,2.2759667,2.062578474,1.186479449,,,,,,
MPP1,3.341876852,0.008634356,0.073952429,4.755014465,2.063770039,2.24944973,,,,,,
IGHG2,3.388103587,0.008023191,0.070476439,1.916003767,2.095652871,0.938100398,,,,,,
SFRP2,3.390536894,0.007992297,0.070476439,4.9108973,2.097328359,2.295986652,,,,,,
TTYH3,3.401370657,0.00785625,0.070206723,10.05053578,2.104784682,3.329200506,,,,,,
IGHV6-1,3.405504094,0.007804983,0.070206723,2.385654685,2.107628039,1.254385233,,,,,,
TLR2,3.41576963,0.007679164,0.070206723,4.19858552,2.114686069,2.069903374,,,,,,
IGFALS,3.427464607,0.007538402,0.069371246,6.222890778,2.122720712,2.637584925,,,,,,
IGHV3-74,3.477901431,0.006961536,0.066027815,4.238443976,2.157294957,2.083534718,,,,,,
KCNAB2,3.489407882,0.00683652,0.065815472,5.015447206,2.165164892,2.326378345,,,,,,
HRG,3.508590608,0.006633302,0.065182821,3.97641034,2.178270247,1.991466641,,,,,,
RPS7,3.528742752,0.006426615,0.064516534,2.007330582,2.192017744,1.00527823,,,,,,
RBP4,3.54935629,0.006222166,0.062872343,2.478958886,2.206058416,1.309734344,,,,,,
LRG1,3.557888313,0.00613955,0.062859233,3.11943207,2.211863466,1.641283393,,,,,,
TYMP,3.56593485,0.006062689,0.062740277,6.904547523,2.217334725,2.787546873,,,,,,
BLVRB,3.577706613,0.005952058,0.062740277,7.375531078,2.225332857,2.882746935,,,,,,
IGLL5,3.578950016,0.005940497,0.062740277,1.966227572,2.226177242,0.97543031,,,,,,
RACK1,3.583462994,0.005898733,0.062740277,3.481782073,2.229241287,1.799825907,,,,,,
CPN2,3.601458486,0.005735239,0.062441408,3.062938341,2.241448461,1.614916325,,,,,,
