T: GeneID,t-statistic,p-value,q-value,Fold change,neglog10p,log2FC
REEP5,-1.889280086,0.072106521,0.127924946,0.667701281,1.142025457,-0.582725286
CD109,-1.89062704,0.071918182,0.127799436,0.833875699,1.143161301,-0.262095749
CERS2,-1.891714402,0.071766455,0.127676569,0.588226321,1.144078509,-0.765556753
IGLV3-10,1.895219603,0.071279256,0.12695591,1.619254001,1.147036843,0.695329309
RAB1B,-1.8975155,0.070961715,0.126536114,0.705472573,1.148975899,-0.503338099
VDAC1,-1.901947623,0.070352222,0.125594151,0.607979129,1.152722183,-0.717906296
NCKAP1,-1.903440654,0.07014794,0.125374238,0.508979673,1.153985076,-0.974320054
GPI,1.909418791,0.069335196,0.124065061,1.328838838,1.159046253,0.410166144
TMED1,-1.909485017,0.069326239,0.124065061,0.742939864,1.159102361,-0.428682655
ERGIC3,-1.910800822,0.069148485,0.124018049,0.643253572,1.160217328,-0.636540532
RPL12,1.912160567,0.068965217,0.123833014,2.508495587,1.161369895,1.3268224
FGL2,1.912905141,0.068865043,0.123796925,2.000113867,1.16200118,1.000082135
AK1,1.916210953,0.068421824,0.123143353,1.38495923,1.164805352,0.469843507
LAIR1,1.923858475,0.067406096,0.121456672,1.885628384,1.171300825,0.915045381
CD163,1.930736611,0.066503908,0.119970878,1.644394393,1.17715283,0.717556357
GNG11,-1.933489885,0.066145758,0.119464184,0.737508458,1.179498002,-0.4392685
GDI1,-1.934823495,0.065972891,0.119291333,0.519389125,1.180634482,-0.945112288
EVA1B,-1.935213743,0.065922381,0.119291333,0.782330826,1.180967112,-0.354149282
SYNJ2BP,-1.940513607,0.065239785,0.118242329,0.557498198,1.185487481,-0.842960954
RAB23,-1.94481942,0.064689812,0.117383156,0.408709536,1.189164114,-1.290852189
SLC44A1,-1.946785837,0.064440008,0.117067276,0.795191066,1.190844416,-0.330626547
PHB1,-1.949898807,0.064046292,0.116488902,0.481938231,1.193506012,-1.053079844
MLEC,1.951423732,0.063854201,0.116276319,1.333661563,1.194810524,0.415392607
ARPC1A,-1.954163262,0.063510387,0.115786626,0.608373944,1.19715524,-0.716969728
EZR,1.957116667,0.063141564,0.115250127,1.631254937,1.199684666,0.705982268
MAMDC2,1.963551066,0.062344577,0.113929924,2.083754086,1.205201317,1.059185028
PAFAH1B1,1.965113709,0.06215237,0.113713093,1.65591428,1.206542307,0.727627993
MASP2,1.968635487,0.061721107,0.113057857,1.568895584,1.209566294,0.649749339
MBLAC2,-1.976085155,0.060817564,0.11153494,0.610216802,1.215970976,-0.712606192
CAT,1.976461902,0.060772183,0.11153494,1.335858829,1.216295164,0.417767555
RPS3A,-1.98212182,0.060094011,0.110470084,0.694448406,1.221168808,-0.526060581
DAD1,-1.98223464,0.060080561,0.110470084,0.486229365,1.221266018,-1.040291071
ACTN1,-1.984644366,0.059793926,0.110180464,0.756625906,1.22334293,-0.402347922
RFTN1,-1.985738601,0.059664168,0.110072558,0.668651326,1.22428641,-0.580673993
VDAC3,-1.986815067,0.059536761,0.109968737,0.443231053,1.225214796,-1.173869133
NDUFA5,-1.991236506,0.059015981,0.109137208,0.494688232,1.229030372,-1.015408516
ATP5F1A,1.99761533,0.058271771,0.10789001,1.493356265,1.234541781,0.578558385
ATP5ME,-2.001965287,0.057769057,0.107087485,0.501457993,1.238304719,-0.995799243
GGT1,2.009520843,0.056905033,0.105612463,1.848366126,1.244849318,0.886250556
CST3,-2.018187659,0.055928097,0.103924084,0.540516024,1.252369959,-0.887590706
COPB1,2.019548834,0.055776027,0.103766231,1.883119665,1.253552424,0.913124681
PTPRC,2.020396568,0.055681505,0.103715188,1.403046354,1.254289038,0.488562673
XRCC5,2.029380081,0.054688575,0.101988585,1.70376703,1.262103393,0.768728077
CD63,2.030860077,0.054526517,0.101809173,1.218414036,1.263392245,0.285004467
CRYZ,-2.032647043,0.054331416,0.101567557,0.494677645,1.264948975,-1.015439391
PDCD6,2.037740117,0.053778766,0.100656142,1.598192702,1.269389163,0.676441371
SRI,-2.041626022,0.053360486,0.099994317,0.7641143,1.272780225,-0.388139635
TMT1A,-2.043428422,0.053167462,0.099753516,0.462812386,1.274354067,-1.111500621
FCGRT,2.044047072,0.053101354,0.099750538,1.599323981,1.274894409,0.67746222
H2BC18,-2.047702286,0.052712254,0.099140078,0.599824792,1.278088416,-0.737386942
CNP,2.06322708,0.051087869,0.096202003,1.368393068,1.291682216,0.4524827
VIM,-2.067621412,0.050636288,0.095467928,0.802582506,1.295538138,-0.317278385
STAT1,2.076702498,0.049714385,0.093844248,1.531055235,1.303517928,0.614526331
SLC25A24,-2.081212838,0.049262115,0.093104192,0.373474533,1.307486949,-1.420918226
RAB12,-2.084898547,0.048895277,0.092523987,0.706623163,1.310733093,-0.500987053
ESYT2,-2.085969031,0.048789192,0.092436385,0.409926849,1.311676377,-1.286561608
LTBP1,-2.086549623,0.048731741,0.092436385,0.790557817,1.312188069,-0.339057118
LAMA5,-2.092318623,0.048164182,0.091476445,0.594780901,1.317275807,-0.749569774
LTBP2,-2.095635824,0.047840528,0.0909735,0.745263158,1.32020404,-0.424178153
ARPC4,2.104786083,0.046957853,0.089404976,1.502185476,1.328291772,0.587062955
SLC25A12,-2.107982473,0.046652982,0.088934045,0.599211686,1.331120589,-0.738862336
DMD,-2.109026489,0.046553791,0.088854519,0.609060437,1.332044949,-0.7153427
LDHB,-2.112321916,0.046241937,0.088368399,0.811640639,1.334963979,-0.301086992
PIGS,-2.114978475,0.045991911,0.087999375,0.614691615,1.337318543,-0.702065289
LRRC25,2.117153703,0.045788093,0.087717958,1.549720217,1.339247443,0.632007778
HLA-F,-2.117962687,0.045712499,0.087681791,0.654490134,1.339965034,-0.611556649
SAMM50,-2.119976523,0.045524808,0.087430253,0.445831558,1.341751873,-1.165429354
ALDH9A1,-2.122237,0.045314957,0.087135478,0.831945248,1.343758424,-0.26543951
H2AZ2,-2.123138762,0.045231486,0.087083284,0.586171962,1.344559145,-0.770604134
SPN,2.12405808,0.045146532,0.087028103,1.98870893,1.345375605,0.991832137
CTSA,2.12977901,0.044621086,0.086122596,1.852230633,1.350459862,0.889263749
HPX,2.132295981,0.044391663,0.085786889,1.239491144,1.352698583,0.309747964
VAMP5,-2.134682072,0.044175153,0.085475327,0.543388962,1.35482194,-0.879942834
DSTN,-2.13474313,0.044169625,0.085475327,0.759758576,1.354876288,-0.396387041
CHCHD3,-2.13624169,0.044034151,0.085416307,0.552390602,1.356210376,-0.856239319
NAPG,-2.139086825,0.043777973,0.085026063,0.505442325,1.358744352,-0.984381616
PPIC,2.142259267,0.043493911,0.084580612,1.459795696,1.36157154,0.545766473
ERP29,-2.143789924,0.043357451,0.084421435,0.476795373,1.362936258,-1.068557858
MT-CO2,-2.151101055,0.042710974,0.083267548,0.457899654,1.369460524,-1.12689662
NDUFA8,-2.155339883,0.042340162,0.082648852,0.455598892,1.37324748,-1.134163857
PITPNB,-2.159746726,0.041957741,0.082005901,0.668589007,1.377187904,-0.580808461
PGM5,-2.160126782,0.041924907,0.082005901,0.767400821,1.377527895,-0.381947786
LASP1,-2.160360564,0.041904721,0.082005901,0.746419032,1.377737045,-0.421942323
TMED5,-2.160362691,0.041904538,0.082005901,0.42908096,1.377738948,-1.22067821
POSTN,2.163577185,0.041627878,0.081774713,1.576425097,1.380615727,0.656656623
GUSB,2.168447789,0.041211832,0.081060422,1.781152591,1.384978082,0.832811117
TMEM205,-2.175483294,0.040617504,0.0799932,0.505549191,1.391286763,-0.984076619
METRNL,2.17665199,0.040519534,0.07990204,1.685702377,1.392335561,0.753349841
TES,-2.177515961,0.040447245,0.079861356,0.588641335,1.39311105,-0.764539242
RAB2A,-2.178205091,0.04038967,0.079849654,0.77818465,1.393729695,-0.361815572
HEXA,-2.178500835,0.040364984,0.079849654,0.53711943,1.393995217,-0.896685183
KRT16,2.18034543,0.040211322,0.079700902,1.840778019,1.39565165,0.880315661
ANXA7,-2.183378602,0.039959799,0.079304043,0.66081449,1.398376704,-0.597682774
BST2,-2.185163679,0.039812441,0.079113154,0.750939615,1.399981194,-0.413231194
TSPAN14,2.185593367,0.039777044,0.079113154,1.965140877,1.400367496,0.97463274
PSMD11,-2.186325718,0.03971678,0.079113154,0.502858281,1.401025974,-0.991776228
PLSCR4,-2.189573865,0.03945049,0.078697365,0.482645676,1.403947594,-1.05096364
MMP19,2.195718402,0.038951176,0.077801702,1.805570984,1.409479429,0.852455139
CAPN5,-2.197452281,0.038811319,0.077622639,0.466584993,1.411041592,-1.099788189
MYO1G,2.197848506,0.038779424,0.077622639,2.315851467,1.41139865,1.211542726
ERLIN1,-2.198645672,0.038715325,0.077622639,0.663700691,1.412117096,-0.591395319
MPZL1,2.199700635,0.038630644,0.077562306,1.463961954,1.41306805,0.549878061
MYADM,-2.202127726,0.038436463,0.077272786,0.516184575,1.41525658,-0.954041064
CASK,-2.205393808,0.038176558,0.076850206,0.584644953,1.418203231,-0.774367332
ENTPD1,-2.211093486,0.037726816,0.076043883,0.689843345,1.423349843,-0.535659313
APOA4,2.214035122,0.037496591,0.075678499,1.433799782,1.426008209,0.519843578
VAPA,-2.214904241,0.037428815,0.075640456,0.513765659,1.426793918,-0.960817635
UQCRB,-2.216339589,0.037317127,0.075513454,0.4353839,1.428091794,-1.199640036
SFXN3,-2.219008151,0.037110286,0.075193318,0.409826634,1.430505704,-1.286914349
KRT14,2.22249302,0.036841742,0.074747156,2.343066992,1.433659846,1.228398204
SLC35A4,2.223876668,0.036735609,0.074629766,1.559702309,1.434912753,0.641270697
ITGB3,-2.224945488,0.036653816,0.074561579,0.746353858,1.435880801,-0.422068298
RPL27A,-2.226343691,0.036547067,0.074442379,0.711755418,1.437147468,-0.490546525
CMKLR1,-2.226608487,0.036526883,0.074442379,0.551146546,1.437387391,-0.859492123
THY1,-2.226825902,0.036510317,0.074442379,0.786385502,1.437584393,-0.34669137
SPTBN1,-2.226947826,0.036501031,0.074442379,0.51293395,1.437694872,-0.963155031
ARHGDIB,2.227406168,0.036466139,0.074442379,1.357332133,1.438110214,0.440773785
SERPINF1,2.233012488,0.036041807,0.073900044,1.574128996,1.443193446,0.654553771
HSPA9,2.234940567,0.035896917,0.073700708,1.410064354,1.444942855,0.495761007
RAB6C,-2.241193683,0.035430656,0.072840152,0.566597804,1.450620805,-0.819603086
COX5B,-2.241756789,0.035388941,0.072840152,0.618752843,1.451132438,-0.692564845
TNFRSF11B,2.245650619,0.035101705,0.072356314,1.613005199,1.454671791,0.689751089
MFGE8,-2.249001218,0.034856246,0.071946269,0.696720511,1.457719394,-0.521348059
RGS17,-2.25159372,0.034667399,0.071652138,0.472363484,1.46007874,-1.082030654
SPTAN1,-2.252915869,0.034571449,0.071549479,0.456023699,1.461282413,-1.132819295
EDIL3,2.257501413,0.034240547,0.070959632,1.387026846,1.465459305,0.471995711
PFN2,-2.260844707,0.034001114,0.070558017,0.407071129,1.468506851,-1.296647191
NDUFB5,-2.265123265,0.033696933,0.070020777,0.548524177,1.472409628,-0.866372883
PPP2R1A,2.266156891,0.033623822,0.069962892,1.418264026,1.473352925,0.504126132
TPP1,2.270637227,0.033308589,0.069400376,1.623749832,1.47744376,0.699329376
SLC3A2,2.272366623,0.033187635,0.069241679,1.550799629,1.479023693,0.633012295
OSTF1,2.273452667,0.033111882,0.069176987,2.190884028,1.480016128,1.131513119
NCALD,-2.274612331,0.033031169,0.069101743,0.603623827,1.48107605,-0.728278339
TSG101,2.274734294,0.033022691,0.069101743,1.674919904,1.481187536,0.744092107
RAB18,-2.278572626,0.032756886,0.068713902,0.734641015,1.484697388,-0.444888651
RALA,2.279376255,0.032701483,0.068690887,1.265074939,1.485432549,0.339222848
CD46,-2.281893042,0.032528528,0.06842055,0.561320727,1.487735591,-0.833102763
GULP1,-2.286659606,0.032203259,0.067828662,0.416080152,1.492100178,-1.265066624
TM9SF4,-2.287731175,0.032130546,0.067767837,0.526730367,1.493081889,-0.924863458
KRT17,2.291675092,0.031864221,0.067297932,1.998319607,1.496696689,0.998787344
HM13,-2.291818407,0.031854582,0.067297932,0.369716423,1.496828092,-1.435508966
COX4I1,-2.2941099,0.031700815,0.067136246,0.655311127,1.498929576,-0.609748065
VAC14,2.29429186,0.031688634,0.067136246,1.690902514,1.499096484,0.757793486
NEXN,-2.299399982,0.031348426,0.066572345,0.594827518,1.503784254,-0.749456704
GCA,2.299692288,0.03132906,0.066572345,1.669351054,1.504052633,0.739287376
CHID1,-2.309023541,0.030716567,0.065410211,0.594345499,1.512627319,-0.750626266
SLC2A3,2.312021505,0.030522129,0.065175705,1.488074802,1.515385183,0.573447049
COPG1,2.31209007,0.030517695,0.065175705,1.567759661,1.515448273,0.64870441
H2AC20,-2.317199176,0.030188979,0.064642883,0.502417743,1.520151574,-0.993040681
ICAM3,2.31723541,0.030186659,0.064642883,1.643843238,1.520184945,0.717072725
XRCC6,2.319020297,0.030072598,0.06457255,2.038452759,1.521829056,1.027474523
UQCRFS1P1,-2.325455444,0.029664643,0.063785172,0.544249231,1.527760868,-0.877660632
ACTBL2,-2.33115785,0.029307397,0.063104786,0.860220354,1.533022748,-0.217221826
ITGA2B,-2.339517138,0.028790847,0.06207901,0.770496798,1.540745554,-0.376139134
VSIR,-2.343365802,0.028555852,0.061658306,0.636710843,1.544304878,-0.651289761
SEC62,-2.345618972,0.028419096,0.061448843,0.502966304,1.546389735,-0.991466343
STT3A,-2.354355228,0.027894533,0.060399087,0.477279301,1.554480902,-1.067094326
RAP1A,-2.356504308,0.027766867,0.06020698,0.636680935,1.556473117,-0.651357532
MCFD2,-2.357095401,0.027731848,0.06020698,0.656550665,1.557021192,-0.607021749
PLPP3,-2.363815407,0.027336572,0.059440704,0.506020321,1.563255944,-0.982732773
EHD4,2.373973321,0.026748928,0.058244849,1.793480937,1.572693615,0.842762411
GSTP1,-2.375559622,0.026658219,0.058129204,0.712075133,1.574168875,-0.489898622
RPS9,2.376460546,0.026606827,0.058099089,1.967273254,1.575006907,0.976197362
PECAM1,2.379898011,0.026411584,0.057754327,1.493664477,1.57820555,0.578856111
PLXNB2,-2.380963449,0.026351338,0.057704204,0.757306519,1.579197333,-0.401050746
MYLK,-2.386300158,0.026051473,0.057128478,0.628510341,1.584167722,-0.669991612
SAMHD1,2.389132941,0.025893585,0.0568629,1.310196395,1.586807824,0.389783084
VPS26A,-2.390274549,0.025830206,0.056804408,0.485947966,1.587872127,-1.041126251
MAP1LC3B,-2.391012177,0.025789332,0.056795309,0.63711184,1.588559911,-0.650381446
PROCR,-2.392218762,0.0257226,0.056729157,0.557366603,1.589685142,-0.843301535
LAMB2,-2.392296082,0.025718329,0.056729157,0.693828986,1.589757257,-0.527347982
HEG1,2.392374552,0.025713995,0.056729157,1.296846654,1.589830444,0.375007898
RPS2,2.400271129,0.025281321,0.055995591,1.311130858,1.597200231,0.390811682
TMX1,-2.405928594,0.024975485,0.05539756,0.468951464,1.602486074,-1.092489481
RPS3,2.408256725,0.024850625,0.055199809,2.074604285,1.604662678,1.05283618
STT3B,-2.416868714,0.024393762,0.054262959,0.387052051,1.612721216,-1.369400501
GPC1,-2.419150737,0.024274012,0.054074383,0.446031675,1.614858444,-1.164781928
NPNT,-2.420023426,0.024228361,0.054050571,0.606707679,1.615675965,-0.720926523
CPA3,2.423971361,0.024022835,0.053669512,2.577450114,1.619375748,1.365944505
ADH5,-2.435703328,0.023421574,0.052401958,0.778550272,1.630383932,-0.361137897
SDF4,-2.436872605,0.023362419,0.052345363,0.562089961,1.631482186,-0.831127048
OGN,-2.439559946,0.02322699,0.052117456,0.628990027,1.634007061,-0.668890953
ITGA9,-2.443736975,0.023017933,0.051723438,0.547709036,1.637933669,-0.868518412
RPN2,-2.445606657,0.022924924,0.051589422,0.428402396,1.639692089,-1.222961545
RPS26,2.449680569,0.02272347,0.05121062,1.813334129,1.64352534,0.858644783
HSPA5,-2.453043237,0.022558427,0.050912888,0.611367076,1.646691188,-0.709889233
NCAM1,-2.457313097,0.022350462,0.050517271,0.440455732,1.650713502,-1.182931066
LIN7C,-2.457622215,0.022335475,0.050517271,0.611933154,1.651004802,-0.708554029
EFR3A,-2.457873385,0.022323305,0.050517271,0.355734604,1.651241504,-1.491126776
RAB8B,2.463346952,0.022059616,0.050079539,1.419517053,1.656402054,0.505400181
P2RX7,2.467488897,0.021862005,0.049703911,1.80560403,1.660310013,0.852481544
SNTB1,-2.470415532,0.02172337,0.049461457,0.522471278,1.663072808,-0.936576366
ABCC1,-2.475741327,0.021473181,0.04896392,0.386432066,1.668103613,-1.371713281
ANGPTL4,2.477735168,0.021380209,0.048823933,1.670697456,1.669988063,0.740450501
GARS1,2.486229174,0.020988316,0.047999905,1.834704939,1.678022415,0.875548065
ATP5F1B,-2.490448683,0.020796134,0.047630848,0.618997076,1.682017403,-0.691995502
NPR1,-2.490759861,0.020782026,0.047630848,0.410346231,1.682312124,-1.285086393
PIGT,-2.490947058,0.020773543,0.047630848,0.576628046,1.682489426,-0.794287086
BANF1,-2.491649909,0.020741723,0.047630848,0.4634162,1.683155174,-1.109619617
UQCRC1,-2.496616545,0.020518159,0.047274327,0.38158716,1.687861612,-1.389915466
EMC1,-2.499616141,0.020384227,0.047035844,0.385165411,1.690705749,-1.376449943
EFEMP1,-2.501367214,0.020306419,0.046926344,0.692243368,1.692366656,-0.530648768
AKAP12,2.502654482,0.020249397,0.046864621,1.747762207,1.693587915,0.805508912
RHOB,-2.505072341,0.020142695,0.046687566,0.469026683,1.695882421,-1.092258096
ENG,-2.506769984,0.020068091,0.046584487,0.679362855,1.697493943,-0.557745755
ANXA5,-2.511645665,0.019855255,0.046159736,0.633427799,1.702124529,-0.658747911
PSMC3,2.513718975,0.01976539,0.046020018,1.779412498,1.704094622,0.83140099
C1QTNF5,2.516169351,0.01965967,0.04584291,1.876171531,1.706423781,0.907791734
HNRNPK,2.516590274,0.019641562,0.04584291,2.048527844,1.706823967,1.034587502
C9,2.517569292,0.019599507,0.045840905,1.369358288,1.707754845,0.453499973
FERMT2,-2.519588911,0.019513017,0.045707764,0.659086852,1.709675578,-0.601459503
EEF1G,2.52579542,0.019249447,0.045158794,2.086104114,1.715581739,1.060811162
MTARC2,-2.526797335,0.019207212,0.045128191,0.55819704,1.716535669,-0.841153622
IGKV4-1,2.527346467,0.0191841,0.045128191,1.681310341,1.71705856,0.749586046
SACM1L,-2.530661689,0.019045122,0.044883778,0.51431947,1.720216243,-0.959263325
SLC44A2,-2.530981143,0.01903178,0.044883778,0.695451909,1.720520596,-0.523977339
S100A13,-2.531103044,0.019026691,0.044883778,0.493123,1.720636739,-1.01998055
GYPC,-2.53924277,0.018689747,0.044248621,0.59154545,1.728396568,-0.757439077
MAGT1,-2.541769392,0.018586298,0.04407119,0.428136175,1.730807114,-1.223858356
PALLD,-2.547872671,0.01833861,0.043550677,0.559104636,1.736633595,-0.838809788
COX6C,-2.551353339,0.01819874,0.043285004,0.522611151,1.739958675,-0.936190188
RHEB,-2.558078776,0.017931304,0.042714631,0.729103184,1.74638813,-0.455805093
ACAN,-2.568639641,0.017518765,0.041796312,0.411198547,1.756496521,-1.282092929
STX2,-2.57012429,0.017461488,0.041724049,0.461282487,1.757918761,-1.116277575
PGAM1,-2.570977088,0.017428666,0.04171009,0.691335346,1.758735843,-0.532542408
RAB1A,-2.575466775,0.017256825,0.041362871,0.806007526,1.763039102,-0.311134785
CD38,2.579714813,0.017095696,0.041040289,1.884348461,1.767113217,0.914065778
CPNE3,-2.585193508,0.016889969,0.040609475,0.707212237,1.772371138,-0.499784857
PCDH7,-2.586250512,0.016850547,0.040577796,0.630509242,1.773386006,-0.665410578
TNS1,-2.589168809,0.016742151,0.040379666,0.371655304,1.776188733,-1.427962899
