T: GeneID,t-statistic,p-value,q-value,Fold change,neglog10p,log2FC,,,
HYOU1,-2.650433089,0.02116211,0.058377094,0.446990872,1.67444104,-1.161682725,,,
TMEM181,-2.658308555,0.020856489,0.05768181,0.392457426,1.680758799,-1.349391937,,,
SPCS3,-2.660747688,0.020762716,0.057527152,0.37029481,1.682715845,-1.433253765,,,
CHCHD3,-2.664573363,0.020616469,0.057428938,0.43793366,1.68578572,-1.191215754,,,
ERP29,-2.665964941,0.020563523,0.05738485,0.509782454,1.686902477,-0.972046375,,,
RAB5B,-2.666398754,0.020547045,0.05738485,0.389999737,1.687250628,-1.358454943,,,
GYPC,-2.691551142,0.0196135,0.055434134,0.435003265,1.707444895,-1.200901866,,,
SCAMP4,-2.699964285,0.019310645,0.054678126,0.349710963,1.714203224,-1.515765071,,,
GNB2,-2.701890941,0.019241939,0.054583556,0.768519443,1.715751164,-0.379846334,,,
SLMAP,-2.704087781,0.019163892,0.054556458,0.391852159,1.717516287,-1.351618648,,,
RAB6C,-2.715674134,0.018757389,0.053701709,0.677906552,1.726827619,-0.56084168,,,
SLC29A1,-2.73392492,0.018134224,0.052207655,0.618976745,1.741501016,-0.692042887,,,
ENPP1,-2.769834067,0.016967119,0.049399558,0.63093511,1.770391902,-0.66443646,,,
TECR,-2.776074076,0.016772011,0.048923639,0.384361085,1.77541487,-1.379465818,,,
GNB1,-2.786452176,0.016452414,0.048082101,0.739575403,1.78377038,-0.435230851,,,
BST2,-2.797804651,0.016109703,0.047169697,0.675044329,1.792912478,-0.566945851,,,
PTPRG,-2.802612315,0.015966705,0.046928756,0.351236199,1.796784705,-1.509486556,,,
GYG1,-2.814963651,0.015605063,0.045953196,0.330015715,1.806734467,-1.599393368,,,
SEC11A,-2.816028276,0.015574274,0.045950052,0.321126804,1.807592195,-1.638785005,,,
SOD3,-2.825768289,0.015295366,0.045300069,0.562582264,1.815440126,-0.829864025,,,
SYNGR2,-2.82623748,0.015282056,0.045300069,0.681997054,1.815818207,-0.552162588,,,
HSPA5,-2.826949256,0.015261887,0.045300069,0.603447313,1.816391772,-0.72870028,,,
ANO6,-2.828334557,0.015222707,0.045300069,0.649035393,1.817508098,-0.623630941,,,
AEBP1,-2.836401364,0.014996533,0.044844564,0.449957664,1.824009143,-1.152138829,,,
PKD2,-2.836935755,0.014981668,0.044844564,0.436797982,1.82443984,-1.194961905,,,
SLC25A4,-2.837447936,0.014967434,0.044844564,0.434365437,1.824852639,-1.203018785,,,
MAP1B,-2.838299331,0.014943804,0.044844564,0.293743522,1.825538841,-1.767371058,,,
APLP2,-2.840634492,0.014879181,0.044844564,0.507240826,1.827420968,-0.979257226,,,
CES1,-2.85855905,0.014392283,0.043800137,0.234805565,1.841870306,-2.090461493,,,
TMEM63A,-2.860692534,0.014335393,0.043713052,0.691768287,1.843590401,-0.531639218,,,
TOR1AIP2,-2.873961349,0.013986552,0.042733615,0.391913522,1.854289341,-1.351392746,,,
DDR2,-2.87467135,0.013968125,0.042733615,0.432739412,1.854861883,-1.208429575,,,
TLR3,-2.876718961,0.013915118,0.042733615,0.726375458,1.856513096,-0.461212635,,,
NDUFC2,-2.88349183,0.013741208,0.042403008,0.374732186,1.861975098,-1.416068196,,,
RPN1,-2.883716891,0.013735466,0.042403008,0.387640486,1.862156607,-1.367208838,,,
ENTPD1,-2.892380827,0.013516234,0.041960034,0.678027892,1.869144314,-0.560583472,,,
SLC25A3,-2.895972201,0.01342638,0.041764958,0.563358184,1.872041054,-0.827875614,,,
NT5E,-2.899864098,0.013329679,0.041547749,0.69310141,1.875180316,-0.528861642,,,
SDK1,-2.901843177,0.013280771,0.041478933,0.360971226,1.876776718,-1.470044255,,,
INSR,-2.911216159,0.013051555,0.041011593,0.432019649,1.884337752,-1.210831165,,,
NINJ1,-2.925064434,0.012720082,0.040051418,0.312211044,1.895510104,-1.679406524,,,
COX5B,-2.928524536,0.012638578,0.039876002,0.597495861,1.898301803,-0.742999375,,,
FERMT2,-2.928791119,0.01263232,0.039876002,0.708806854,1.898516892,-0.49653554,,,
GOLM2,-2.940384674,0.012363135,0.03924724,0.255783415,1.907871406,-1.967005372,,,
S100A6,-2.947449009,0.012201922,0.038815166,0.719359332,1.913571772,-0.475215495,,,
MAGT1,-2.951088752,0.01211968,0.038712862,0.426647851,1.916508854,-1.228882313,,,
CACNA2D2,-2.955018144,0.012031514,0.038510807,0.445350886,1.919679734,-1.166985631,,,
LHFPL2,-2.956297699,0.012002942,0.038499062,0.634122835,1.920712303,-0.657165766,,,
FAM3C,-2.959894938,0.011922979,0.03832209,0.636687169,1.923615224,-0.651343405,,,
HLA-F,-2.96317627,0.011850502,0.038222301,0.585533208,1.926263254,-0.7721771,,,
DNASE1L1,-2.965814346,0.011792552,0.038214966,0.294882743,1.928392207,-1.761786699,,,
RPN2,-2.980554079,0.011473932,0.037581991,0.412246138,1.94028771,-1.278422117,,,
SACM1L,-2.98208343,0.01144137,0.037554899,0.366063302,1.941521986,-1.449834943,,,
STT3A,-2.983237972,0.011416848,0.037554143,0.419127332,1.942453773,-1.25453949,,,
VAMP3,-3.000027687,0.011066126,0.03655605,0.541344234,1.956004378,-0.885381818,,,
PDIA4,-3.007225607,0.010919085,0.036147548,0.466458554,1.961813766,-1.100179195,,,
YWHAE,-3.00991281,0.010864692,0.036076418,0.783806334,1.963982595,-0.351430863,,,
ADAM17,-3.023711487,0.010589624,0.035283532,0.546526618,1.975119453,-0.871636331,,,
CDH2,-3.027929803,0.010506933,0.035083626,0.255222867,1.978524024,-1.970170498,,,
ERLIN1,-3.031369645,0.010439981,0.034935522,0.56757646,1.981300282,-0.81711334,,,
DDOST,-3.035961563,0.01035127,0.03478927,0.405714864,1.985006347,-1.301461935,,,
LAMP1,-3.037115391,0.010329099,0.03478927,0.817435536,1.985937579,-0.290823132,,,
GNAI2,-3.051430155,0.01005795,0.03395107,0.720138422,1.997490542,-0.473653853,,,
MESD,-3.051989804,0.010047495,0.03395107,0.409457143,1.997942206,-1.288215637,,,
ITGB5,-3.058094671,0.009934155,0.03368027,0.575343119,2.002869084,-0.797505498,,,
TPBG,-3.060900234,0.009882498,0.033652736,0.540308182,2.005133253,-0.888145566,,,
MAP1LC3B,-3.094267938,0.009288388,0.031910773,0.631896774,2.032059644,-0.662239194,,,
SERPINB6,-3.097834748,0.00922704,0.031770609,0.683315807,2.034937609,-0.549375594,,,
ATL3,-3.099309822,0.009201788,0.031754384,0.554589728,2.036127787,-0.8505072,,,
ADIPOQ,-3.09936419,0.009200858,0.031754384,0.570518622,2.036171654,-0.809654117,,,
NENF,-3.104208379,0.009118425,0.031607816,0.389898047,2.040080146,-1.358831167,,,
PBXIP1,-3.123307832,0.008800575,0.030574582,0.249509167,2.055488948,-2.002835274,,,
CYB5A,-3.123937277,0.008790292,0.030574582,0.286437404,2.055996721,-1.803708196,,,
SELENOM,-3.124312202,0.008784172,0.030574582,0.281723388,2.056299172,-1.827648759,,,
CYP20A1,-3.157041845,0.00826613,0.029176796,0.288332153,2.082697777,-1.794196367,,,
LSS,-3.168705234,0.008089044,0.028617077,0.266143369,2.092102782,-1.909724474,,,
AQP1,-3.176731541,0.007969404,0.028323444,0.532903071,2.098574174,-0.908054948,,,
SFXN3,-3.178473795,0.00794367,0.028297036,0.448210453,2.099978818,-1.157751799,,,
PARVA,-3.179771252,0.00792456,0.028294157,0.604802152,2.101024835,-0.725464821,,,
ANXA11,-3.180714724,0.007910693,0.028294157,0.846041267,2.101785457,-0.24120006,,,
CALR,-3.184102636,0.0078611,0.028263396,0.546205292,2.104516694,-0.872484803,,,
CHMP4B,-3.195011346,0.007703532,0.027761446,0.656583948,2.113310118,-0.606948614,,,
CD9,-3.200810767,0.007621063,0.02759289,0.735858269,2.117984431,-0.442500174,,,
FBLIM1,-3.206587559,0.007539801,0.027491822,0.23436145,2.122640107,-2.093192816,,,
ATP1B3,-3.210181744,0.007489683,0.027438507,0.699158816,2.125536556,-0.51630789,,,
TXNDC5,-3.218392364,0.007376449,0.027087863,0.601598503,2.132152646,-0.733127117,,,
SEL1L,-3.221487885,0.007334208,0.027028247,0.40043899,2.134646783,-1.32034564,,,
MTARC2,-3.247146709,0.006993334,0.026082601,0.437121851,2.15531573,-1.193892598,,,
KIAA2013,-3.256228099,0.006876559,0.025866571,0.394677191,2.162628814,-1.34125495,,,
PARK7,-3.264536922,0.006771445,0.025658464,0.631100214,2.169318673,-0.664058983,,,
VCL,-3.267233631,0.006737679,0.025593246,0.648188091,2.171489702,-0.62551558,,,
CAPN2,-3.275525032,0.006634923,0.025390077,0.700230309,2.178164111,-0.514098585,,,
PRXL2A,-3.27881387,0.006594604,0.025298408,0.276969591,2.180811252,-1.852200508,,,
ITGA3,-3.282379112,0.006551177,0.025257156,0.644541877,2.183680668,-0.633653998,,,
GPD1L,-3.290635726,0.006451712,0.024935867,0.529987621,2.190325032,-0.915969431,,,
ITFG1,-3.303665443,0.006297844,0.024402173,0.307490001,2.200808098,-1.701388597,,,
WFS1,-3.304887629,0.006283603,0.024402173,0.242580074,2.201791257,-2.043467045,,,
EPDR1,-3.305644226,0.006274804,0.024402173,0.354398244,2.202399869,-1.49655664,,,
ATP5MK,-3.311582892,0.006206166,0.024290462,0.311622325,2.207176626,-1.682129502,,,
ITGA10,-3.320298662,0.006106805,0.024023205,0.352246093,2.214185983,-1.505344391,,,
SEC61A1,-3.32163136,0.006091754,0.024023205,0.294964795,2.215257636,-1.761385322,,,
FBLN5,-3.321719189,0.006090764,0.024023205,0.564411338,2.21532826,-0.825181127,,,
STX2,-3.326170467,0.006040774,0.024023205,0.538966224,2.218907385,-0.891733229,,,
MXRA7,-3.334235121,0.005951262,0.023896037,0.308508936,2.22539095,-1.696615815,,,
SLC25A1,-3.3498903,0.005781316,0.023336592,0.359139417,2.237973291,-1.47738409,,,
ROR1,-3.350138961,0.005778657,0.023336592,0.335145824,2.238173105,-1.577139139,,,
ACTA2,-3.355367003,0.005723032,0.023258265,0.597957632,2.242373858,-0.741884828,,,
BASP1,-3.373133822,0.005538022,0.022831417,0.659468973,2.256645353,-0.60062331,,,
PRNP,-3.378165409,0.005486737,0.022741275,0.392457264,2.260685849,-1.349392533,,,
EMC2,-3.3787644,0.005480664,0.022741275,0.359653914,2.261166817,-1.475318789,,,
BCAM,-3.379194099,0.005476312,0.022741275,0.452440329,2.261511846,-1.144200563,,,
ATP2B4,-3.38468743,0.005420978,0.02271228,0.485889306,2.265922387,-1.041300416,,,
SCARB2,-3.392043565,0.005347767,0.022520675,0.808769173,2.271827517,-0.306200087,,,
ANO1,-3.39504397,0.005318195,0.022520675,0.551389333,2.274235744,-0.858856738,,,
GPR107,-3.407263228,0.005199466,0.022205455,0.390796133,2.284041236,-1.355511904,,,
ALCAM,-3.407818582,0.005194135,0.022205455,0.592015732,2.284486805,-0.756292582,,,
ALDH3A2,-3.412921978,0.005145398,0.022096627,0.264161145,2.288581008,-1.920509815,,,
APP,-3.413629307,0.00513868,0.022096627,0.335838169,2.289148415,-1.574161887,,,
GNAI1,-3.420786515,0.005071201,0.021899657,0.234657265,2.294889147,-2.091372967,,,
DUS4L-BCAP29,-3.429138865,0.004993592,0.02162491,0.213175207,2.301586955,-2.229888439,,,
ERMP1,-3.439086224,0.004902735,0.021291089,0.440657733,2.309561615,-1.182269573,,,
PRDX4,-3.443285134,0.004864889,0.021291089,0.712610294,2.312927096,-0.488814771,,,
SSR4,-3.444445507,0.004854482,0.021291089,0.57500782,2.313857073,-0.798346519,,,
ANO10,-3.446619265,0.004835049,0.021291089,0.300221433,2.315599134,-1.735901117,,,
COL16A1,-3.451072498,0.004795483,0.021182335,0.376102333,2.31916761,-1.410802841,,,
SEPTIN10,-3.452755824,0.004780613,0.021177159,0.281833261,2.320516367,-1.82708621,,,
ATP5PF,-3.456150133,0.004750772,0.021105441,0.323128363,2.323235824,-1.629820704,,,
CSNK2B,-3.460305339,0.004714498,0.021004653,0.30101594,2.326564499,-1.732088208,,,
TM9SF3,-3.462220782,0.004697872,0.020991071,0.553384362,2.328098784,-0.853646219,,,
SSR1,-3.48575928,0.004498363,0.02021648,0.290447845,2.346945514,-1.783648968,,,
SDC2,-3.487637798,0.004482817,0.020205351,0.485859396,2.348448969,-1.041389227,,,
EMC1,-3.497744598,0.004400112,0.019948897,0.304919679,2.356536221,-1.713498831,,,
ITPR1,-3.507997693,0.004317798,0.019749455,0.372817669,2.364737684,-1.423457861,,,
UGGT1,-3.508983883,0.004309964,0.019749455,0.395872466,2.365526385,-1.336892366,,,
MCAM,-3.510238515,0.004300018,0.019749455,0.478878083,2.366529733,-1.062269688,,,
CAV1,-3.531606034,0.004134178,0.01919351,0.550403385,2.383610845,-0.861438751,,,
KIRREL1,-3.534858906,0.004109509,0.01913645,0.279912818,2.386210035,-1.836950541,,,
CSPG4,-3.542496058,0.00405218,0.018926497,0.370700692,2.392311254,-1.431673288,,,
MYL12B,-3.544906746,0.004034254,0.018899869,0.590373488,2.394236766,-0.760300159,,,
STT3B,-3.557745149,0.003940139,0.01857151,0.256370168,2.404488418,-1.963699698,,,
CD58,-3.576908304,0.003803809,0.018206468,0.409730709,2.419781266,-1.287252069,,,
HSPB6,-3.596846424,0.003667072,0.017827966,0.326328962,2.43568057,-1.615601063,,,
MANF,-3.598009135,0.003659255,0.017827966,0.388969819,2.436607369,-1.362269878,,,
SLC22A3,-3.598166635,0.003658197,0.017827966,0.338568671,2.436732909,-1.562479615,,,
FHL1,-3.60832255,0.003590655,0.017735311,0.620443064,2.444826332,-0.68862927,,,
PVR,-3.619140328,0.003520112,0.017502825,0.332864001,2.453443567,-1.586995244,,,
SOD1,-3.628624167,0.003459433,0.017364556,0.598978403,2.460995087,-0.739424109,,,
PON2,-3.66218367,0.003253172,0.016764682,0.339498742,2.487692913,-1.558521867,,,
WLS,-3.72290884,0.002911366,0.015257532,0.39318817,2.535903193,-1.346708179,,,
CAVIN3,-3.756725876,0.002737202,0.014541975,0.400822599,2.562693111,-1.318964243,,,
ENPP4,-3.761047298,0.00271573,0.014527744,0.450465752,2.566113475,-1.150510669,,,
DYNLRB1,-3.770692307,0.002668426,0.014324258,0.331094521,2.573744856,-1.594684958,,,
SEC61B,-3.779939827,0.002623866,0.01423332,0.194200129,2.581058402,-2.364383936,,,
LGALS1,-3.789505152,0.002578577,0.014086504,0.629361745,2.588619828,-0.668038607,,,
VASN,-3.790917379,0.002571959,0.014086504,0.350206918,2.589735899,-1.513720512,,,
HSP90B1,-3.792132269,0.00256628,0.014086504,0.526467051,2.590695954,-0.925584853,,,
CLPTM1,-3.821561001,0.002432573,0.013527908,0.359133453,2.613934058,-1.477408051,,,
SRPRB,-3.824906647,0.002417833,0.013501606,0.252400083,2.616573746,-1.986215711,,,
JAM3,-3.82720631,0.002407754,0.013501606,0.346484535,2.618387901,-1.529137135,,,
HSPB1,-3.827616154,0.002405962,0.013501606,0.552874091,2.618711196,-0.854977131,,,
COL4A1,-3.832968425,0.002382689,0.013493178,0.689222395,2.622932581,-0.536958516,,,
CAVIN1,-3.837440763,0.00236342,0.013484596,0.608053057,2.626459072,-0.71773088,,,
ADIRF,-3.847657152,0.002320001,0.013333539,0.415387721,2.634511781,-1.267469525,,,
TXNDC12,-3.850475444,0.002308169,0.013333539,0.362727337,2.636732455,-1.463042617,,,
ERGIC1,-3.852235546,0.00230081,0.013333539,0.71368222,2.638119163,-0.486646265,,,
FKBP2,-3.885211927,0.002167324,0.012887239,0.302456728,2.664076255,-1.725199342,,,
CALD1,-3.895973119,0.002125509,0.012836082,0.461376184,2.672537044,-1.115984559,,,
P4HB,-3.90750001,0.00208164,0.012706763,0.582748744,2.681594429,-0.779054105,,,
ERLEC1,-3.927081753,0.002009241,0.012326532,0.134822238,2.696968029,-2.890869617,,,
PITPNB,-3.928604746,0.00200372,0.012326532,0.646641961,2.698163038,-0.628960967,,,
CHP1,-3.965264769,0.001875436,0.01173856,0.330491439,2.72689773,-1.597315192,,,
NUCB2,-3.974391924,0.001844835,0.011641283,0.674123327,2.734042556,-0.568915546,,,
ANTXR2,-3.987765068,0.001800925,0.011410776,0.493952482,2.74450449,-1.017555833,,,
STIM1,-3.990683051,0.001791488,0.011410776,0.451742815,2.746786192,-1.146426439,,,
IGSF8,-4.001207141,0.001757874,0.011323638,0.208489123,2.755012271,-2.261955976,,,
ADGRE5,-4.010922501,0.001727421,0.011268325,0.671387466,2.762601772,-0.574782491,,,
INPP5A,-4.048140864,0.001615711,0.010766763,0.376717697,2.791636338,-1.408444285,,,
GNG12,-4.053183456,0.00160116,0.01071599,0.523622765,2.795565221,-0.933400273,,,
PURA,-4.064288782,0.00156959,0.010596449,0.42076882,2.804213643,-1.248900294,,,
SH3BGRL,-4.069554959,0.001554846,0.010589389,0.609600503,2.808312734,-0.714064002,,,
RDH11,-4.090174106,0.001498478,0.010482563,0.255563808,2.824349723,-1.968244553,,,
SCRN1,-4.09328865,0.001490149,0.010471682,0.495279568,2.826770379,-1.013684988,,,
SUN1,-4.093826479,0.001488715,0.010471682,0.237253916,2.827188339,-2.075496197,,,
SGCB,-4.096737373,0.001480982,0.010471682,0.303717188,2.829450225,-1.719199538,,,
TMED9,-4.103015332,0.001464444,0.010433323,0.627592412,2.834327088,-0.672100186,,,
PGRMC1,-4.198250423,0.001235737,0.009274029,0.222360426,2.908073827,-2.169028044,,,
RRAS,-4.202898482,0.001225571,0.009242595,0.554633699,2.911661697,-0.850392818,,,
GNA11,-4.220916862,0.001186971,0.009039688,0.4885609,2.925559991,-1.033389688,,,
FKBP9,-4.238197363,0.001151135,0.008810171,0.434665916,2.938873775,-1.202021122,,,
CDIPT,-4.238701816,0.001150106,0.008810171,0.198169762,2.939262205,-2.33519125,,,
SUN2,-4.257457263,0.001112513,0.008599729,0.184782586,2.953694747,-2.436099291,,,
ITGA11,-4.263018067,0.001101614,0.008599729,0.425711061,2.957970404,-1.232053518,,,
ERLIN2,-4.270970401,0.00108622,0.00857318,0.195448512,2.96408214,-2.355139494,,,
AOC3,-4.284725812,0.001060117,0.008494877,0.395526439,2.974646137,-1.338153958,,,
SNAP23,-4.296162887,0.00103891,0.008409184,0.617193308,2.983422246,-0.696205676,,,
NPL,-4.297337682,0.001036756,0.008409184,0.481780043,2.984323329,-1.053553462,,,
KCNMA1,-4.320576544,0.0009951,0.008315812,0.366999968,3.002133078,-1.446148157,,,
SUSD5,-4.364125735,0.000921654,0.007915985,0.151765052,3.035432033,-2.720088482,,,
DYNC1H1,-4.373255213,0.000906985,0.00787752,0.624914428,3.042399989,-0.678269446,,,
TMX3,-4.419534597,0.00083627,0.007430304,0.288748553,3.077653685,-1.792114377,,,
ATP1B1,-4.419917555,0.000835709,0.007430304,0.658169295,3.077944927,-0.603469372,,,
CDH11,-4.422151612,0.000832446,0.007430304,0.443724873,3.079643782,-1.172262669,,,
TOR1AIP1,-4.422510695,0.000831923,0.007430304,0.196498087,3.079916816,-2.347412825,,,
TAGLN,-4.449716702,0.000793263,0.007387855,0.577977138,3.100583017,-0.790915668,,,
SSPN,-4.454203159,0.000787069,0.007384655,0.315296524,3.103987157,-1.66521883,,,
TMED10,-4.495033918,0.000732964,0.007084831,0.575866967,3.134917307,-0.796192527,,,
MRC2,-4.500162672,0.000726447,0.007084831,0.40853062,3.138795976,-1.291483879,,,
THEM6,-4.52152294,0.000699948,0.007042004,0.36275728,3.154934265,-1.462923527,,,
DAG1,-4.527455609,0.000692768,0.007042004,0.406908968,3.159412084,-1.297222018,,,
GJA1,-4.527635852,0.000692551,0.007042004,0.424845655,3.159548096,-1.234989285,,,
MYH10,-4.529030047,0.000690876,0.007042004,0.487851879,3.160600099,-1.03548491,,,
ASPH,-4.534526756,0.000684311,0.007042004,0.203452551,3.164746642,-2.297235727,,,
LEMD2,-4.552918335,0.000662814,0.007018563,0.232619358,3.178608443,-2.103956938,,,
CACNA2D1,-4.570302674,0.000643141,0.00695312,0.510228417,3.191693721,-0.970784843,,,
OCC1,-4.577083533,0.000635634,0.00695312,0.377975403,3.196793117,-1.40363574,,,
ATP1A2,-4.60406096,0.000606659,0.00679634,0.367907261,3.217055298,-1.442585945,,,
TMX1,-4.610219609,0.00060024,0.00677351,0.387999843,3.221675177,-1.365872025,,,
TMED2,-4.616274771,0.000593998,0.00677351,0.595353438,3.226215334,-0.748181701,,,
SORT1,-4.627022234,0.000583084,0.006727226,0.335157316,3.234268662,-1.577089667,,,
ATP2A2,-4.627274943,0.00058283,0.006727226,0.268069377,3.234457944,-1.899321675,,,
YWHAZ,-4.634093839,0.000576018,0.006727226,0.675008129,3.23956401,-0.567023218,,,
ITGAV,-4.641105251,0.0005691,0.006716248,0.602550304,3.244811478,-0.730846405,,,
NOMO2,-4.64786245,0.000562515,0.006689599,0.343825286,3.249866041,-1.540252447,,,
LPAR1,-4.695259623,0.000518505,0.006361974,0.332919619,3.28524707,-1.586754203,,,
SGCD,-4.711144661,0.000504573,0.006361974,0.377743889,3.297076093,-1.404519677,,,
NEGR1,-4.728981449,0.000489394,0.006305029,0.330249958,3.310341177,-1.598369718,,,
ENPEP,-4.731857229,0.000486992,0.006305029,0.549799202,3.312478153,-0.863023281,,,
NUCB1,-4.8467897,0.000400415,0.005785432,0.622460282,3.397489892,-0.683946311,,,
CYP4X1,-4.849411052,0.000398639,0.005785432,0.218901958,3.399419801,-2.191643238,,,
NCLN,-4.850614082,0.000397827,0.005785432,0.519746209,3.400305368,-0.944120765,,,
DHRS7,-4.857684225,0.00039309,0.005785432,0.300381755,3.405508077,-1.735130906,,,
IGF2R,-4.868291616,0.000386093,0.005785432,0.46017766,3.413308217,-1.119737148,,,
TPM2,-4.889128667,0.000372725,0.005785432,0.481313266,3.428611396,-1.054951906,,,
BST1,-4.896152661,0.000368329,0.005785432,0.594416444,3.433764183,-0.750454068,,,
CNN2,-4.916522355,0.000355885,0.005785432,0.506131533,3.448690823,-0.982415736,,,
MYH11,-4.970642005,0.000324916,0.005644042,0.537400308,3.488229224,-0.895930946,,,
MAOA,-4.984527369,0.000317435,0.005633792,0.345768184,3.498345369,-1.53212297,,,
PRKCSH,-4.999949195,0.000309338,0.005633792,0.445502156,3.509567393,-1.166495681,,,
ATP1A1,-5.000177922,0.000309219,0.005633792,0.579875549,3.509733724,-0.786184788,,,
GNAQ,-5.006862275,0.000305778,0.005633792,0.519764698,3.514593225,-0.944069445,,,
TMEM87A,-5.018520465,0.000299873,0.005633792,0.25297086,3.523062284,-1.982956886,,,
PLXDC2,-5.019624299,0.00029932,0.005633792,0.459256494,3.523863739,-1.122627974,,,
CDH13,-5.029757108,0.000294295,0.005633792,0.515629714,3.531217401,-0.955592692,,,
MAOB,-5.036502168,0.000290999,0.005633792,0.232351721,3.536109064,-2.105617762,,,
CSRP1,-5.040525089,0.000289051,0.005633792,0.52768058,3.539025272,-0.922263205,,,
TMEM109,-5.086109989,0.000267916,0.005633792,0.269964013,3.572001699,-1.889160991,,,
CD47,-5.115371145,0.000255209,0.005633792,0.595809418,3.593103442,-0.747077167,,,
H1-4,-5.131503841,0.000248476,0.005633792,0.235253827,3.60471546,-2.087709904,,,
ANTXR1,-5.20933085,0.000218518,0.005630483,0.663756851,3.660512567,-0.591273248,,,
TMED7,-5.210309591,0.000218167,0.005630483,0.532365165,3.661211925,-0.909511924,,,
CYBRD1,-5.214336789,0.000216726,0.005630483,0.590180293,3.664088939,-0.760772347,,,
MYL9,-5.218793181,0.000215144,0.005630483,0.439100373,3.667271419,-1.187377334,,,
CRELD1,-5.247262342,0.000205318,0.005630483,0.2204119,3.687573852,-2.181725979,,,
BCAP31,-5.274315242,0.000196417,0.005630483,0.513876174,3.70682061,-0.960507333,,,
RCN1,-5.291471488,0.000190984,0.005630483,0.245404272,3.719003315,-2.026767731,,,
SLC14A1,-5.307373074,0.000186089,0.005630483,0.469232287,3.730279064,-1.09162581,,,
MTDH,-5.352118729,0.000173011,0.005630483,0.195809632,3.761925283,-2.352476358,,,
VSIR,-5.371587619,0.000167627,0.005630483,0.523365932,3.775656444,-0.934108078,,,
CD59,-5.389512407,0.000162825,0.005593954,0.564406907,3.788278104,-0.825192451,,,
ITGA1,-5.395989246,0.000161126,0.005593954,0.416505416,3.792833914,-1.263592839,,,
PIP4K2A,-5.453563161,0.000146819,0.005536138,0.455822338,3.833218739,-1.133456469,q<0.05,177,175
ALDH1B1,-5.495858053,0.000137165,0.005301423,0.186686416,3.862757076,-2.42131114,p<0.1,241,288
ITGB1,-5.519348191,0.000132095,0.005301423,0.508544445,3.879115104,-0.975554228,,,
GOLIM4,-5.52667148,0.000130555,0.005301423,0.467999974,3.884207985,-1.095419645,,neg,pos
CANX,-5.589617943,0.000118073,0.005259972,0.430428545,3.927847986,-1.216154337,,,
ITGA8,-5.626750565,0.000111307,0.005249667,0.44015056,3.953477962,-1.183930993,,,
PCYOX1,-5.633110227,0.00011019,0.005249667,0.475179986,3.957859126,-1.073454022,,,
CALU,-5.667674439,0.000104321,0.005249667,0.491023372,3.981627159,-1.026136398,,,
CALHM5,-5.719974063,9.61E-05,0.005249667,0.424809674,4.017452217,-1.235111475,,,
TGOLN2,-5.760200121,9.02E-05,0.005163597,0.297710591,4.044893389,-1.74801755,,,
TMED4,-5.810164675,8.34E-05,0.005157377,0.479516923,4.078840619,-1.060346365,,,
ZMPSTE24,-5.896075759,7.30E-05,0.004700481,0.319968647,4.13685591,-1.64399755,,,
H1-0,-5.986743964,6.34E-05,0.004458498,0.111937622,4.197598261,-3.159233093,,,
LNPEP,-6.020122666,6.03E-05,0.004437673,0.474031062,4.219834887,-1.076946497,,,
RCN3,-6.055760175,5.71E-05,0.004412425,0.242068883,4.243502178,-2.046510458,,,
MYL6,-6.08394668,5.47E-05,0.004412425,0.43107167,4.262167041,-1.214000344,,,
LRP1,-6.112855626,5.23E-05,0.004412425,0.537965061,4.281260724,-0.894415617,,,
LMNA,-6.248923175,4.26E-05,0.004117474,0.517746359,4.37045859,-0.949682593,,,
TMEM43,-6.334982616,3.75E-05,0.003862005,0.319173641,4.426305362,-1.647586584,,,
TMX4,-6.342364506,3.71E-05,0.003862005,0.21617974,4.4310753,-2.20969677,,,
HSD17B12,-6.349579009,3.67E-05,0.003862005,0.209453218,4.435733969,-2.255300045,,,
CTSS,-6.412814052,3.34E-05,0.003862005,0.361279887,4.476435934,-1.468811154,,,
LNPK,-6.505999013,2.91E-05,0.003862005,0.250361725,4.535988002,-1.997914076,,,
FKBP10,-6.533043351,2.80E-05,0.003862005,0.341536122,4.553176444,-1.549889922,,,
TNS2,-6.703774649,2.18E-05,0.003862005,0.3962943,4.660710235,-1.335355878,,,
PTGIS,-6.717922803,2.14E-05,0.003862005,0.401058415,4.669546135,-1.318115711,,,
CYB5R3,-7.174833931,1.13E-05,0.002898804,0.397234066,4.948839338,-1.331938744,,,
RTN4,-7.262777965,9.97E-06,0.002898804,0.431229349,5.001273344,-1.213472724,,,
ENDOD1,-7.366808333,8.65E-06,0.002898804,0.34891185,5.062759999,-1.519065499,,,
RTN3,-7.541101841,6.85E-06,0.002898804,0.517677657,5.164486115,-0.949874043,,,
[variables end],,,,,,,,,
